2026-01-12 16:18:18,690 | brokerage_id=dfe329a3-04ac-4030-84b7-59cf70d95bfa | user=agent@test.com | budget=800000.0 urgency=15 views=25 saves=5 preapproved=1 | score=76 bucket=HOT
2026-01-12 16:18:30,306 | brokerage_id=dfe329a3-04ac-4030-84b7-59cf70d95bfa | user=agent@test.com | budget=800000.0 urgency=15 views=25 saves=5 preapproved=1 | score=76 bucket=HOT
2026-01-12 16:18:31,078 | brokerage_id=dfe329a3-04ac-4030-84b7-59cf70d95bfa | user=agent@test.com | budget=800000.0 urgency=15 views=25 saves=5 preapproved=1 | score=76 bucket=HOT
2026-01-12 16:18:31,628 | brokerage_id=dfe329a3-04ac-4030-84b7-59cf70d95bfa | user=agent@test.com | budget=800000.0 urgency=15 views=25 saves=5 preapproved=1 | score=76 bucket=HOT
2026-01-12 16:18:32,252 | brokerage_id=dfe329a3-04ac-4030-84b7-59cf70d95bfa | user=agent@test.com | budget=800000.0 urgency=15 views=25 saves=5 preapproved=1 | score=76 bucket=HOT
2026-01-12 16:18:35,055 | brokerage_id=dfe329a3-04ac-4030-84b7-59cf70d95bfa | user=agent@test.com | budget=800000.0 urgency=15 views=25 saves=5 preapproved=1 | score=76 bucket=HOT
2026-01-12 16:18:35,437 | brokerage_id=dfe329a3-04ac-4030-84b7-59cf70d95bfa | user=agent@test.com | budget=800000.0 urgency=15 views=25 saves=5 preapproved=1 | score=76 bucket=HOT
2026-01-12 16:18:35,935 | brokerage_id=dfe329a3-04ac-4030-84b7-59cf70d95bfa | user=agent@test.com | budget=800000.0 urgency=15 views=25 saves=5 preapproved=1 | score=76 bucket=HOT
2026-01-12 16:18:36,331 | brokerage_id=dfe329a3-04ac-4030-84b7-59cf70d95bfa | user=agent@test.com | budget=800000.0 urgency=15 views=25 saves=5 preapproved=1 | score=76 bucket=HOT
2026-01-12 16:20:26,751 | brokerage_id=dfe329a3-04ac-4030-84b7-59cf70d95bfa | user=agent@test.com | budget=800000.0 urgency=15 views=25 saves=5 preapproved=1 | score=76 bucket=HOT
2026-01-12 16:20:27,633 | brokerage_id=dfe329a3-04ac-4030-84b7-59cf70d95bfa | user=agent@test.com | budget=800000.0 urgency=15 views=25 saves=5 preapproved=1 | score=76 bucket=HOT
2026-01-12 16:20:28,311 | brokerage_id=dfe329a3-04ac-4030-84b7-59cf70d95bfa | user=agent@test.com | budget=800000.0 urgency=15 views=25 saves=5 preapproved=1 | score=76 bucket=HOT
2026-01-12 16:20:28,818 | brokerage_id=dfe329a3-04ac-4030-84b7-59cf70d95bfa | user=agent@test.com | budget=800000.0 urgency=15 views=25 saves=5 preapproved=1 | score=76 bucket=HOT
2026-01-13 00:50:43,760 | brokerage_id=9d0d1470-c40d-4d92-a348-39acf1c9ca83 | user=agent@test.com | budget=800000.0 urgency=15 views=25 saves=5 preapproved=1 | score=76 bucket=HOT
